INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING
182	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	#G	30505700	1	-1	200	100	#G	30505701	1	-1	250	100	#G	30505702	1	-1	300	100	#G	30505703	1	-1	350	100	#G	30505704	1	-1	400	100	#G	30505705	1	-1	450	100	#G	30505706	1	-1	600	100	#G	30505800	1	-1	25	100	#G	30505801	1	-1	50	100	#G	30505802	1	-1	75	100	#G	30505803	1	-1	100	100	#G	30505804	1	-1	125	100	#G	30505805	1	-1	150	100	#G	30505806	1	-1	188	100	#G	30505816	1	-1	500	100	#G	30505817	1	-1	10	100	#G	30505817	20	-1	200	100	#G	30505818	1	-1	12	100	#G	30505818	20	-1	240	100	#G	30505819	1	-1	15	100	#G	30505819	20	-1	300	100	#G	30505815	1	-1	80	100	#G	30505815	20	-1	1600	100	#G	30505814	1	-1	116	100	#G	30505814	20	-1	2320	100	#G	30505813	1	-1	25	100	#G	30505813	20	-1	500	100	#G	38001599	1	-1	100	100	#G	38002041	1	-1	50	100	#G	38002041	20	-1	1000	100	#G	38002043	1	-1	50	100	#G	38002043	20	-1	1000	100	#G	38002045	1	-1	50	100	#G	38002045	20	-1	1000	100	#G	38002049	1	-1	20	100	#G	38002049	20	-1	400	100	#G																																																																																				
183	40	0	1	9	1	1	1	1	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30302500	1	-1	100	100		30302501	1	-1	100	100		30302502	1	-1	100	100		30302503	1	-1	100	100		30302504	1	-1	100	100		30302505	1	-1	100	100		30302505	1	-1	100	100		30302507	1	-1	100	100		30302508	1	-1	100	100		30302508	1	-1	100	100		30302510	1	-1	100	100		30302511	1	-1	100	100		30302512	1	-1	100	100		30302513	1	-1	100	100		30302514	1	-1	100	100		30302515	1	-1	100	100		30302516	1	-1	100	100		30302517	1	-1	100	100		30302518	1	-1	100	100		30302519	1	-1	100	100		30302520	1	-1	100	100		30302521	1	-1	100	100		30302522	1	-1	100	100		30302523	1	-1	100	100		30302524	1	-1	100	100		30302525	1	-1	100	100		30302526	1	-1	100	100		30302573	1	-1	100	100		30302574	1	-1	100	100		30302575	1	-1	100	100		30302582	1	-1	100	100		30302583	1	-1	100	100		30302584	1	-1	100	100		30302591	1	-1	100	100		30302592	1	-1	100	100		30302593	1	-1	100	100		30302600	1	-1	100	100	#G	30302601	1	-1	100	100	#G	30302602	1	-1	100	100	#G																																																																		
184	40	0	1	9	1	1	1	1	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30302527	1	-1	100	100		30302528	1	-1	100	100		30302529	1	-1	100	100		30302530	1	-1	100	100		30302531	1	-1	100	100		30302532	1	-1	100	100		30302533	1	-1	100	100		30302534	1	-1	100	100		30302535	1	-1	100	100		30302576	1	-1	100	100	#G	30302585	1	-1	100	100	#G	30302594	1	-1	100	100	#G	30302603	1	-1	100	100	#G																																																																																																																																																																																																																														
185	40	0	1	9	1	1	1	0	1	7200000	50	0		0	0	0	96	97	98	100	200	300	400	500	10141012	1	-1	100	100																																																																																																																																																																																																																																																																																																							
186	40	0	1	9	1	1	1	0	1	7200000	2	1	../Public/Config/RandShop/shuhe_randgemshop.ini	0	1	0	96	97	98	100	200	300	400																																																																																																																																																																																																																																																																																																													
187	40	120	1	9	1	1	1	1	1	7200000	50	0		0	0	0	96	97	98	100	200	300	400	500	30505056	1	20	100	100		30505057	1	20	100	100		30505058	1	20	100	100		30505059	1	20	100	100		30508061	1	20	100	100		30508071	1	20	100	100		30508081	1	20	100	100		30508091	1	20	100	100		30507061	1	20	100	100		30507071	1	20	100	100		30507081	1	20	100	100		30507091	1	20	100	100																																																																																																																																																																																																																																					
#坐骑188 189																																																																																																																																																																																																																																																																																																																																				
188	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400		10141132	1	-1	598	100	#G	10141131	1	-1	598	100	#G	10141130	1	-1	598	100	#G	10141129	1	-1	598	100	#G	10141128	1	-1	598	100	#G	10141127	1	-1	598	100	#G	10141126	1	-1	598	100	#G	10141125	1	-1	598	100	#G	10141124	1	-1	598	100	#G	10141123	1	-1	598	100	#G	10141122	1	-1	598	100	#G	10141120	1	-1	598	100	#G	10141118	1	-1	598	100	#G	10141117	1	-1	598	100	#G	10141116	1	-1	598	100	#G	10141115	1	-1	598	100	#G	10141114	1	-1	598	100	#G	10141113	1	-1	598	100	#G	10141112	1	-1	598	100	#G	10141111	1	-1	598	100	#G	10141110	1	-1	598	100	#G	10141109	1	-1	598	100	#G	10141108	1	-1	598	100	#G	10141107	1	-1	598	100	#G	10141106	1	-1	598	100	#G	10141105	1	-1	598	100	#G	10141104	1	-1	598	100	#G	10141102	1	-1	598	100	#G	10141095	1	-1	598	100	#G	10141094	1	-1	598	100	#G	10141093	1	-1	598	100	#G	10141092	1	-1	598	100	#G	10141091	1	-1	598	100	#G	10141090	1	-1	598	100	#G	10141089	1	-1	598	100	#G	10141088	1	-1	598	100	#G	10141087	1	-1	598	100	#G	10141083	1	-1	598	100	#G	10141082	1	-1	598	100	#G	10141081	1	-1	598	100	#G	10141080	1	-1	598	100	#G	10141070	1	-1	598	100	#G	10141069	1	-1	598	100	#G	10141068	1	-1	598	100	#G	10141067	1	-1	598	100	#G	10141066	1	-1	598	100	#G	10141065	1	-1	598	100	#G	10141064	1	-1	598	100	#G												
189	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	10141183	1	-1	867	100	#G	10141182	1	-1	867	100	#G	10141181	1	-1	867	100	#G	10141180	1	-1	867	100	#G	10141179	1	-1	867	100	#G	10141178	1	-1	867	100	#G	10141177	1	-1	867	100	#G	10141176	1	-1	867	100	#G	10141175	1	-1	867	100	#G	10141174	1	-1	867	100	#G	10141173	1	-1	867	100	#G	10141172	1	-1	867	100	#G	10141171	1	-1	867	100	#G	10141170	1	-1	867	100	#G	10141169	1	-1	867	100	#G	10141168	1	-1	867	100	#G	10141167	1	-1	867	100	#G	10141166	1	-1	867	100	#G	10141165	1	-1	867	100	#G	10141164	1	-1	867	100	#G	10141163	1	-1	867	100	#G	10141162	1	-1	867	100	#G	10141161	1	-1	867	100	#G	10141160	1	-1	867	100	#G	10141159	1	-1	867	100	#G	10141158	1	-1	867	100	#G	10141157	1	-1	867	100	#G	10141156	1	-1	867	100	#G	10141155	1	-1	867	100	#G	10141154	1	-1	867	100	#G	10141153	1	-1	867	100	#G	10141149	1	-1	867	100	#G	10141148	1	-1	867	100	#G	10141147	1	-1	867	100	#G	10141146	1	-1	867	100	#G	10141145	1	-1	867	100	#G	10141144	1	-1	867	100	#G	10141143	1	-1	867	100	#G	10141142	1	-1	867	100	#G	10141141	1	-1	867	100	#G	10141140	1	-1	867	100	#G	10141139	1	-1	867	100	#G	10141138	1	-1	867	100	#G	10141137	1	-1	867	100	#G	10141136	1	-1	867	100	#G	10141135	1	-1	867	100	#G	10141134	1	-1	867	100	#G	10141133	1	-1	867	100	#G												
#烟花 190 到 193																																																																																																																																																																																																																																																																																																																																				
190	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400		38001838	1	-1	480	100	#G	38001839	1	-1	480	100	#G	38001840	1	-1	480	100	#G	38001841	1	-1	480	100	#G	38001842	1	-1	480	100	#G	38001843	1	-1	480	100	#G	30505193	1	-1	480	100	#G	30509076	1	-1	480	100	#G	30509054	1	-1	480	100	#G	30509056	1	-1	480	100	#G	30509055	1	-1	480	100	#G	30509057	1	-1	480	100	#G	30509058	1	-1	480	100	#G	30509059	1	-1	480	100	#G	30509060	1	-1	480	100	#G	30509061	1	-1	480	100	#G	30509062	1	-1	480	100	#G	30509026	1	-1	480	100	#G	30509025	1	-1	480	100	#G	30509028	1	-1	480	100	#G	30509037	1	-1	480	100	#G	30509027	1	-1	480	100	#G	30509063	1	-1	480	100	#G	30509064	1	-1	480	100	#G	30509065	1	-1	480	100	#G	30509067	1	-1	480	100	#G	30509068	1	-1	480	100	#G	30509069	1	-1	480	100	#G	30509070	1	-1	480	100	#G	30509040	1	-1	480	100	#G	30509041	1	-1	480	100	#G	30509051	1	-1	480	100	#G	30509042	1	-1	480	100	#G	30509043	1	-1	480	100	#G	30509044	1	-1	480	100	#G																																																																																										
191	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	38001799	1	-1	780	100	#G	38001800	1	-1	780	100	#G	38001801	1	-1	780	100	#G	38001802	1	-1	780	100	#G	38001803	1	-1	780	100	#G	38001804	1	-1	780	100	#G	38001805	1	-1	780	100	#G	38001806	1	-1	780	100	#G	38001807	1	-1	780	100	#G	38001808	1	-1	780	100	#G	38001809	1	-1	780	100	#G	38001810	1	-1	780	100	#G	38001811	1	-1	780	100	#G	38001812	1	-1	780	100	#G	38001813	1	-1	780	100	#G	38001814	1	-1	780	100	#G	38001815	1	-1	780	100	#G	38001816	1	-1	780	100	#G	38001817	1	-1	780	100	#G	38001818	1	-1	780	100	#G	38001819	1	-1	780	100	#G	38001820	1	-1	780	100	#G	38001821	1	-1	780	100	#G	38001822	1	-1	780	100	#G	38001823	1	-1	780	100	#G	38001824	1	-1	780	100	#G	38001825	1	-1	780	100	#G	38001826	1	-1	780	100	#G	38001827	1	-1	780	100	#G	38001828	1	-1	780	100	#G	38001829	1	-1	780	100	#G	38001830	1	-1	780	100	#G	38001831	1	-1	780	100	#G	38001832	1	-1	780	100	#G	38001833	1	-1	780	100	#G	38001834	1	-1	780	100	#G	38001835	1	-1	780	100	#G	38001836	1	-1	780	100	#G	38001837	1	-1	780	100	#G	30509086	1	-1	780	100	#G	30509079	1	-1	780	100	#G	30509074	1	-1	780	100	#G	30509072	1	-1	780	100	#G	30509073	1	-1	780	100	#G	30509080	1	-1	780	100	#G	30509084	1	-1	780	100	#G	30509075	1	-1	780	100	#G	30509081	1	-1	780	100	#G	30509039	1	-1	780	100	#G						
192	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	#G	30509127	1	-1	2000	100	#G	30509128	1	-1	2000	100	#G	30509129	1	-1	2000	100	#G	30509130	1	-1	2000	100	#G	30509012	1	-1	2000	100	#G	30509083	1	-1	2000	100	#G	30509071	1	-1	2000	100	#G	30509052	1	-1	2000	100	#G	30509029	1	-1	2000	100	#G	30509030	1	-1	2000	100	#G	30509032	1	-1	2000	100	#G	30509036	1	-1	2000	100	#G	30509033	1	-1	2000	100	#G	30509066	1	-1	2000	100	#G	30509031	1	-1	2000	100	#G	30509035	1	-1	2000	100	#G																																																																																																																																																																																																												
193	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30509090	1	-1	24	100	#G	30509091	1	-1	240	100	#G	30509008	1	-1	20	100	#G	30509013	1	-1	200	100	#G	30509014	1	-1	2000	100	#G	30509011	1	-1	8000	100	#G																																																																																																																																																																																																																																																																								
194	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	10124285	1	-1	4200	100	#G	10124294	1	-1	4200	100	#G	10124303	1	-1	4200	100	#G	10124312	1	-1	4200	100	#G	10124321	1	-1	4200	100		10124330	1	-1	4200	100		10124345	1	-1	4200	100		10124355	1	-1	4200	100		10124365	1	-1	4200	100		10124375	1	-1	4200	100	#G	10124385	1	-1	4200	100		10124393	1	-1	4200	100	#G	10124401	1	-1	4200	100	#G	10124409	1	-1	4200	100	#G	10124417	1	-1	4200	100		10124425	1	-1	4200	100		10124433	1	-1	4200	100		10124442	1	-1	4200	100		10124451	1	-1	4200	100		10124460	1	-1	4200	100		10124469	1	-1	4200	100		10124478	1	-1	4200	100		10124487	1	-1	4200	100		10124496	1	-1	4200	100		10124505	1	-1	4200	100		10124514	1	-1	4200	100		10124523	1	-1	4200	100																																																																																																																																											
195	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30008002	1	-1	1	100		30008003	1	-1	1	50		30008016	1	-1	1	60		30503017	1	-1	1	100		30503018	1	-1	1	100		30503019	1	-1	1	100		30503020	1	-1	1	100	#G	30503012	1	-1	1	20		30607000	1	-1	1	50		30607001	1	-1	1	50		30606002	1	-1	30	100		30502000	10	-1	240	100		30502001	10	-1	320	100		30502002	10	-1	400	100		30503021	1	-1	500	30		30508501	1	-1	2400	50		30508502	1	-1	3200	50		30508503	1	-1	4000	100																																																																																																																																																																																																	
196	40	0	1	8	1	1	1	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400		30302122	1	-1	100	100		30302123	1	-1	100	100		30302124	1	-1	100	100		30302125	1	-1	100	100		30302126	1	-1	100	100		30302127	1	-1	100	100		30302128	1	-1	100	100		30302129	1	-1	100	100		30302130	1	-1	100	100		30302131	1	-1	100	100		30302132	1	-1	100	100																																																																																																																																																																																																																																											
197	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400		38002048	1	-1	3000	100	#G	38002048	10	-1	30000	100	#G	38002576	1	-1	50000	100	#G																																																																																																																																																																																																																																																																																										
198	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	#G																																																																																																																																																																																																																																																																																																												
199	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30300001	1	-1	100	100		30300011	1	-1	100	100		30300021	1	-1	100	100		30300031	1	-1	100	100		30300041	1	-1	100	100		30300051	1	-1	100	100		30300061	1	-1	100	100	#G	30300081	1	-1	100	100	#G	30300100	1	-1	100	100	#G	30300002	1	-1	100	100	#G	30300012	1	-1	100	100	#G	30300022	1	-1	100	100	#G	30300032	1	-1	100	100	#G	30300042	1	-1	100	100	#G	30300052	1	-1	100	100	#G	30300062	1	-1	100	100	#G	30300082	1	-1	100	100	#G	30300101	1	-1	100	100	#G	30300003	1	-1	100	100	#G	30300013	1	-1	100	100	#G	30300023	1	-1	100	100	#G	30300033	1	-1	100	100	#G	30300043	1	-1	100	100	#G	30300053	1	-1	100	100	#G	30300063	1	-1	100	100	#G	30300083	1	-1	100	100	#G	30300102	1	-1	100	100	#G	30302572	1	-1	100	100	#G																																																																																																																																				
200	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30301001	1	-1	100	100		30301011	1	-1	100	100		30301021	1	-1	100	100		30301031	1	-1	100	100		30301071	1	-1	100	100		30301081	1	-1	100	100		30301091	1	-1	100	100		30301101	1	-1	100	100		30301111	1	-1	100	100		30301121	1	-1	100	100		30301131	1	-1	100	100		30301141	1	-1	100	100		30301061	1	-1	100	100		30301041	1	-1	100	100		30301051	1	-1	100	100		30301002	1	-1	100	100		30301012	1	-1	100	100		30301022	1	-1	100	100		30301032	1	-1	100	100		30301072	1	-1	100	100		30301082	1	-1	100	100		30301092	1	-1	100	100		30301102	1	-1	100	100		30301112	1	-1	100	100		30301122	1	-1	100	100		30301132	1	-1	100	100		30301142	1	-1	100	100		30301062	1	-1	100	100		30301042	1	-1	100	100		30301052	1	-1	100	100		30301003	1	-1	100	100		30301013	1	-1	100	100		30301023	1	-1	100	100		30301033	1	-1	100	100		30301073	1	-1	100	100		30301083	1	-1	100	100		30301093	1	-1	100	100		30301103	1	-1	100	100		30301113	1	-1	100	100		30301123	1	-1	100	100		30301133	1	-1	100	100		30301143	1	-1	100	100		30301063	1	-1	100	100		30301043	1	-1	100	100		30301053	1	-1	100	100																															
201	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30302001	1	-1	100	100		30302011	1	-1	100	100		30302021	1	-1	100	100		30302002	1	-1	100	100		30302012	1	-1	100	100		30302022	1	-1	100	100		30302003	1	-1	100	100		30302013	1	-1	100	100		30302023	1	-1	100	100																																																																																																																																																																																																																																																							
202	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400		30300022	1	-1	100	100		30300032	1	-1	100	100		30300042	1	-1	100	100		30300052	1	-1	100	100	#G	30300063	1	-1	100	100	#G	30300082	1	-1	100	100	#G	30300101	1	-1	100	100	#G	30300003	1	-1	100	100	#G	30300013	1	-1	100	100	#G	30300023	1	-1	100	100	#G	30300033	1	-1	100	100	#G	30300043	1	-1	100	100	#G	30300053	1	-1	100	100	#G	30300062	1	-1	100	100	#G	30300083	1	-1	100	100	#G	30300103	1	-1	100	100	#G	30300004	1	-1	100	100	#G	30300014	1	-1	100	100	#G	30300024	1	-1	100	100	#G	30300034	1	-1	100	100	#G	30300044	1	-1	100	100	#G	30300054	1	-1	100	100	#G	30300064	1	-1	100	100	#G	30300084	1	-1	100	100	#G	30300102	1	-1	100	100	#G																																																																																																																																																						
203	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400		30301012	1	-1	100	100		30301022	1	-1	100	100		30301032	1	-1	100	100		30301072	1	-1	100	100		30301082	1	-1	100	100		30301092	1	-1	100	100		30301102	1	-1	100	100		30301112	1	-1	100	100		30301122	1	-1	100	100		30301132	1	-1	100	100		30301142	1	-1	100	100		30301062	1	-1	100	100		30301042	1	-1	100	100		30301052	1	-1	100	100		30301003	1	-1	100	100		30301013	1	-1	100	100		30301023	1	-1	100	100		30301033	1	-1	100	100		30301073	1	-1	100	100		30301083	1	-1	100	100		30301093	1	-1	100	100		30301103	1	-1	100	100		30301113	1	-1	100	100		30301123	1	-1	100	100		30301133	1	-1	100	100		30301143	1	-1	100	100		30301063	1	-1	100	100		30301043	1	-1	100	100		30301053	1	-1	100	100		30301004	1	-1	100	100		30301014	1	-1	100	100		30301024	1	-1	100	100		30301034	1	-1	100	100		30301074	1	-1	100	100		30301084	1	-1	100	100		30301094	1	-1	100	100		30301104	1	-1	100	100		30301114	1	-1	100	100		30301124	1	-1	100	100		30301134	1	-1	100	100		30301144	1	-1	100	100		30301064	1	-1	100	100		30301044	1	-1	100	100		30301054	1	-1	100	100																																					
204	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400		30302012	1	-1	100	100		30302022	1	-1	100	100		30302003	1	-1	100	100		30302013	1	-1	100	100		30302023	1	-1	100	100		30302004	1	-1	100	100		30302014	1	-1	100	100		30302024	1	-1	100	100																																																																																																																																																																																																																																																													
205	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400		20308002	1	-1	100	100		20308003	1	-1	100	100		20308004	1	-1	100	100		20308011	1	-1	100	100		20308012	1	-1	100	100		20308013	1	-1	100	100		20308014	1	-1	100	100		20308021	1	-1	100	100		20308022	1	-1	100	100		20308023	1	-1	100	100		20308024	1	-1	100	100		20308031	1	-1	100	100		20308032	1	-1	100	100		20308033	1	-1	100	100		20308034	1	-1	100	100		20308041	1	-1	100	100		20308042	1	-1	100	100		20308043	1	-1	100	100		20308044	1	-1	100	100		20308051	1	-1	100	100		20308052	1	-1	100	100		20308053	1	-1	100	100		20308054	1	-1	100	100		20308193	1	-1	100	100	#G	20308194	1	-1	100	100	#G	20308195	1	-1	100	100	#G	20308196	1	-1	100	100	#G	20308205	1	-1	100	100	#G	20308206	1	-1	100	100	#G	20308207	1	-1	100	100	#G	20308208	1	-1	100	100	#G	20308217	1	-1	100	100	#G	20308218	1	-1	100	100	#G	20308219	1	-1	100	100	#G	20308220	1	-1	100	100	#G																																																																																										
206	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400		20308062	1	-1	100	100		20308063	1	-1	100	100		20308064	1	-1	100	100		20308071	1	-1	100	100		20308072	1	-1	100	100		20308073	1	-1	100	100		20308074	1	-1	100	100		20308081	1	-1	100	100		20308082	1	-1	100	100		20308083	1	-1	100	100		20308084	1	-1	100	100		20308091	1	-1	100	100		20308092	1	-1	100	100		20308093	1	-1	100	100		20308094	1	-1	100	100		20308131	1	-1	100	100		20308132	1	-1	100	100		20308133	1	-1	100	100		20308134	1	-1	100	100		20308141	1	-1	100	100		20308142	1	-1	100	100		20308143	1	-1	100	100		20308144	1	-1	100	100		20308151	1	-1	100	100		20308152	1	-1	100	100		20308153	1	-1	100	100		20308154	1	-1	100	100																																																																																																																																											
