INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
4023	7327	50	-1	3783	50	-1	94	14	-1	94	14	-1	94	14	-1	94	14	-1	10	1292	100	100	1272	100	100	7	1292	100	100	1272	100	100	7	-1	-1	696	232	11	-1	-1	-1	-1	69	69	67	67	36	9	13	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
4024	7447	50	-1	3845	50	-1	94	14	-1	94	14	-1	94	14	-1	94	14	-1	10	1314	100	100	1294	100	100	7	1314	100	100	1294	100	100	7	-1	-1	708	236	12	-1	-1	-1	-1	70	70	68	68	37	10	13	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
4025	7568	50	-1	3907	50	-1	96	14	-1	96	14	-1	96	14	-1	96	14	-1	10	1334	100	100	1314	100	100	7	1334	100	100	1314	100	100	7	-1	-1	720	240	12	-1	-1	-1	-1	71	71	69	69	37	10	13	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
4026	7688	50	-1	3969	50	-1	98	16	-1	98	16	-1	98	16	-1	98	16	-1	10	1356	100	100	1336	100	100	8	1356	100	100	1336	100	100	8	-1	-1	732	244	12	-1	-1	-1	-1	72	72	70	70	38	10	13	-1	-1	-1	-1	-1	16	16	16	16	-1	-1	-1	-1	-1	-1
4027	7809	50	-1	4031	50	-1	100	16	-1	100	16	-1	100	16	-1	100	16	-1	10	1378	100	100	1356	100	100	8	1378	100	100	1356	100	100	8	-1	-1	744	248	12	-1	-1	-1	-1	73	73	71	71	39	10	14	-1	-1	-1	-1	-1	16	16	16	16	-1	-1	-1	-1	-1	-1
4028	7929	50	-1	4093	50	-1	100	16	-1	100	16	-1	100	16	-1	100	16	-1	10	1398	100	100	1378	100	100	8	1398	100	100	1378	100	100	8	-1	-1	756	252	12	-1	-1	-1	-1	74	74	72	72	39	10	14	-1	-1	-1	-1	-1	16	16	16	16	-1	-1	-1	-1	-1	-1
4029	8050	50	-1	4155	50	-1	102	16	-1	102	16	-1	102	16	-1	102	16	-1	12	1420	100	100	1400	100	100	8	1420	100	100	1400	100	100	8	-1	-1	768	256	12	-1	-1	-1	-1	75	75	73	73	40	10	14	-1	-1	-1	-1	-1	16	16	16	16	-1	-1	-1	-1	-1	-1
4030	8170	50	-1	4216	50	-1	104	16	-1	104	16	-1	104	16	-1	104	16	-1	12	1440	100	100	1420	100	100	8	1440	100	100	1420	100	100	8	-1	-1	780	260	12	-1	-1	-1	-1	76	76	74	74	40	10	14	-1	-1	-1	-1	-1	16	16	16	16	-1	-1	-1	-1	-1	-1
4031	8291	50	-1	4278	50	-1	106	16	-1	106	16	-1	106	16	-1	106	16	-1	12	1462	100	100	1442	100	100	8	1462	100	100	1442	100	100	8	-1	-1	792	264	12	-1	-1	-1	-1	78	78	76	76	41	10	14	-1	-1	-1	-1	-1	16	16	16	16	-1	-1	-1	-1	-1	-1
4032	8411	50	-1	4340	50	-1	108	16	-1	108	16	-1	108	16	-1	108	16	-1	12	1484	100	100	1464	100	100	8	1484	100	100	1464	100	100	8	-1	-1	804	268	12	-1	-1	-1	-1	79	79	77	77	42	10	15	-1	-1	-1	-1	-1	16	16	16	16	-1	-1	-1	-1	-1	-1
4033	8532	50	-1	4402	50	-1	108	16	-1	108	16	-1	108	16	-1	108	16	-1	12	1504	100	100	1484	100	100	8	1504	100	100	1484	100	100	8	-1	-1	816	272	12	-1	-1	-1	-1	80	80	78	78	42	10	15	-1	-1	-1	-1	-1	16	16	16	16	-1	-1	-1	-1	-1	-1
4034	8652	50	-1	4464	50	-1	110	16	-1	110	16	-1	110	16	-1	110	16	-1	12	1526	100	100	1506	100	100	8	1526	100	100	1506	100	100	8	-1	-1	828	276	12	-1	-1	-1	-1	81	81	79	79	43	10	15	-1	-1	-1	-1	-1	16	16	16	16	-1	-1	-1	-1	-1	-1
4035	8773	50	-1	4526	50	-1	112	18	-1	112	18	-1	112	18	-1	112	18	-1	12	1548	100	100	1528	100	100	9	1548	100	100	1528	100	100	9	-1	-1	840	280	12	-1	-1	-1	-1	82	82	80	80	43	10	15	-1	-1	-1	-1	-1	18	18	18	18	-1	-1	-1	-1	-1	-1
4036	8893	50	-1	4588	50	-1	114	18	-1	114	18	-1	114	18	-1	114	18	-1	12	1568	100	100	1548	100	100	9	1568	100	100	1548	100	100	9	-1	-1	852	284	12	-1	-1	-1	-1	83	83	81	81	44	10	15	-1	-1	-1	-1	-1	18	18	18	18	-1	-1	-1	-1	-1	-1
4037	9014	50	-1	4650	50	-1	116	18	-1	116	18	-1	116	18	-1	116	18	-1	12	1590	100	100	1570	100	100	9	1590	100	100	1570	100	100	9	-1	-1	864	288	14	-1	-1	-1	-1	84	84	82	82	45	11	16	-1	-1	-1	-1	-1	18	18	18	18	-1	-1	-1	-1	-1	-1
4038	9134	50	-1	4712	50	-1	118	18	-1	118	18	-1	118	18	-1	118	18	-1	12	1612	100	100	1592	100	100	9	1612	100	100	1592	100	100	9	-1	-1	876	292	14	-1	-1	-1	-1	85	85	83	83	45	11	16	-1	-1	-1	-1	-1	18	18	18	18	-1	-1	-1	-1	-1	-1
4039	9255	50	-1	4774	50	-1	118	18	-1	118	18	-1	118	18	-1	118	18	-1	12	1632	100	100	1612	100	100	9	1632	100	100	1612	100	100	9	-1	-1	888	296	14	-1	-1	-1	-1	86	86	84	84	46	11	16	-1	-1	-1	-1	-1	18	18	18	18	-1	-1	-1	-1	-1	-1
4040	9375	50	-1	4835	50	-1	120	18	-1	120	18	-1	120	18	-1	120	18	-1	12	1654	100	100	1634	100	100	9	1654	100	100	1634	100	100	9	-1	-1	900	300	14	-1	-1	-1	-1	87	87	85	85	46	11	16	-1	-1	-1	-1	-1	18	18	18	18	-1	-1	-1	-1	-1	-1
4041	9496	50	-1	4897	50	-1	122	18	-1	122	18	-1	122	18	-1	122	18	-1	12	1676	100	100	1656	100	100	9	1676	100	100	1656	100	100	9	-1	-1	912	304	14	-1	-1	-1	-1	89	89	87	87	47	11	16	-1	-1	-1	-1	-1	18	18	18	18	-1	-1	-1	-1	-1	-1
4042	9616	50	-1	4959	50	-1	124	18	-1	124	18	-1	124	18	-1	124	18	-1	12	1696	100	100	1676	100	100	9	1696	100	100	1676	100	100	9	-1	-1	924	308	14	-1	-1	-1	-1	90	90	88	88	48	11	17	-1	-1	-1	-1	-1	18	18	18	18	-1	-1	-1	-1	-1	-1
4043	9737	50	-1	5021	50	-1	126	18	-1	126	18	-1	126	18	-1	126	18	-1	12	1718	100	100	1698	100	100	9	1718	100	100	1698	100	100	9	-1	-1	936	312	14	-1	-1	-1	-1	91	91	89	89	48	11	17	-1	-1	-1	-1	-1	18	18	18	18	-1	-1	-1	-1	-1	-1
4044	9857	50	-1	5083	50	-1	128	20	-1	128	20	-1	128	20	-1	128	20	-1	12	1740	100	100	1718	100	100	10	1740	100	100	1718	100	100	10	-1	-1	948	316	14	-1	-1	-1	-1	92	92	90	90	49	11	17	-1	-1	-1	-1	-1	20	20	20	20	-1	-1	-1	-1	-1	-1
4045	9978	50	-1	5145	50	-1	130	20	-1	130	20	-1	130	20	-1	130	20	-1	12	1760	100	100	1740	100	100	10	1760	100	100	1740	100	100	10	-1	-1	960	320	14	-1	-1	-1	-1	93	93	91	91	49	11	17	-1	-1	-1	-1	-1	20	20	20	20	-1	-1	-1	-1	-1	-1
4046	10098	50	-1	5207	50	-1	132	20	-1	132	20	-1	132	20	-1	132	20	-1	12	1782	100	100	1762	100	100	10	1782	100	100	1762	100	100	10	-1	-1	972	324	14	-1	-1	-1	-1	94	94	92	92	50	11	17	-1	-1	-1	-1	-1	20	20	20	20	-1	-1	-1	-1	-1	-1
4047	10219	50	-1	5269	50	-1	134	20	-1	134	20	-1	134	20	-1	134	20	-1	12	1802	100	100	1782	100	100	10	1802	100	100	1782	100	100	10	-1	-1	984	328	14	-1	-1	-1	-1	95	95	93	93	51	11	18	-1	-1	-1	-1	-1	20	20	20	20	-1	-1	-1	-1	-1	-1
4048	10339	50	-1	5331	50	-1	136	20	-1	136	20	-1	136	20	-1	136	20	-1	12	1824	100	100	1804	100	100	10	1824	100	100	1804	100	100	10	-1	-1	996	332	14	-1	-1	-1	-1	96	96	94	94	51	11	18	-1	-1	-1	-1	-1	20	20	20	20	-1	-1	-1	-1	-1	-1
4049	10460	50	-1	5393	50	-1	138	20	-1	138	20	-1	138	20	-1	138	20	-1	14	1846	100	100	1826	100	100	10	1846	100	100	1826	100	100	10	-1	-1	1008	336	16	-1	-1	-1	-1	97	97	95	95	52	13	18	-1	-1	-1	-1	-1	20	20	20	20	-1	-1	-1	-1	-1	-1
4050	10580	50	-1	5454	50	-1	138	20	-1	138	20	-1	138	20	-1	138	20	-1	14	1866	100	100	1846	100	100	10	1866	100	100	1846	100	100	10	-1	-1	1020	340	16	-1	-1	-1	-1	98	98	96	96	52	13	18	-1	-1	-1	-1	-1	20	20	20	20	-1	-1	-1	-1	-1	-1
4051	10701	50	-1	5516	50	-1	140	20	-1	140	20	-1	140	20	-1	140	20	-1	14	1888	100	100	1868	100	100	10	1888	100	100	1868	100	100	10	-1	-1	1032	344	16	-1	-1	-1	-1	100	100	98	98	53	13	18	-1	-1	-1	-1	-1	20	20	20	20	-1	-1	-1	-1	-1	-1
4052	10821	50	-1	5578	50	-1	142	20	-1	142	20	-1	142	20	-1	142	20	-1	14	1910	100	100	1890	100	100	10	1910	100	100	1890	100	100	10	-1	-1	1044	348	16	-1	-1	-1	-1	101	101	99	99	54	13	19	-1	-1	-1	-1	-1	20	20	20	20	-1	-1	-1	-1	-1	-1
4053	10942	50	-1	5640	50	-1	144	22	-1	144	22	-1	144	22	-1	144	22	-1	14	1930	100	100	1910	100	100	11	1930	100	100	1910	100	100	11	-1	-1	1056	352	16	-1	-1	-1	-1	102	102	100	100	54	13	19	-1	-1	-1	-1	-1	22	22	22	22	-1	-1	-1	-1	-1	-1
4054	11062	50	-1	5702	50	-1	146	22	-1	146	22	-1	146	22	-1	146	22	-1	14	1952	100	100	1932	100	100	11	1952	100	100	1932	100	100	11	-1	-1	1068	356	16	-1	-1	-1	-1	103	103	101	101	55	13	19	-1	-1	-1	-1	-1	22	22	22	22	-1	-1	-1	-1	-1	-1
4055	11183	50	-1	5764	50	-1	148	22	-1	148	22	-1	148	22	-1	148	22	-1	14	1974	100	100	1954	100	100	11	1974	100	100	1954	100	100	11	-1	-1	1080	360	16	-1	-1	-1	-1	104	104	102	102	55	13	19	-1	-1	-1	-1	-1	22	22	22	22	-1	-1	-1	-1	-1	-1
4056	11303	50	-1	5826	50	-1	150	22	-1	150	22	-1	150	22	-1	150	22	-1	14	1994	100	100	1974	100	100	11	1994	100	100	1974	100	100	11	-1	-1	1092	364	16	-1	-1	-1	-1	105	105	103	103	56	13	19	-1	-1	-1	-1	-1	22	22	22	22	-1	-1	-1	-1	-1	-1
4057	11424	50	-1	5888	50	-1	152	22	-1	152	22	-1	152	22	-1	152	22	-1	14	2016	100	100	1996	100	100	11	2016	100	100	1996	100	100	11	-1	-1	1104	368	16	-1	-1	-1	-1	106	106	104	104	57	13	20	-1	-1	-1	-1	-1	22	22	22	22	-1	-1	-1	-1	-1	-1
4058	11544	50	-1	5950	50	-1	154	22	-1	154	22	-1	154	22	-1	154	22	-1	14	2038	100	100	2018	100	100	11	2038	100	100	2018	100	100	11	-1	-1	1116	372	16	-1	-1	-1	-1	107	107	105	105	57	13	20	-1	-1	-1	-1	-1	22	22	22	22	-1	-1	-1	-1	-1	-1
4059	11665	50	-1	6012	50	-1	156	22	-1	156	22	-1	156	22	-1	156	22	-1	14	2058	100	100	2038	100	100	11	2058	100	100	2038	100	100	11	-1	-1	1128	376	16	-1	-1	-1	-1	108	108	106	106	58	13	20	-1	-1	-1	-1	-1	22	22	22	22	-1	-1	-1	-1	-1	-1
4060	11785	50	-1	6073	50	-1	158	22	-1	158	22	-1	158	22	-1	158	22	-1	14	2080	100	100	2060	100	100	11	2080	100	100	2060	100	100	11	-1	-1	1140	380	16	-1	-1	-1	-1	109	109	107	107	58	13	20	-1	-1	-1	-1	-1	22	22	22	22	-1	-1	-1	-1	-1	-1
4061	11906	50	-1	6135	50	-1	162	22	-1	162	22	-1	162	22	-1	162	22	-1	14	2102	100	100	2080	100	100	11	2102	100	100	2080	100	100	11	-1	-1	1152	384	16	-1	-1	-1	-1	111	111	109	109	59	13	20	-1	-1	-1	-1	-1	22	22	22	22	-1	-1	-1	-1	-1	-1
4062	12026	50	-1	6197	50	-1	164	22	-1	164	22	-1	164	22	-1	164	22	-1	14	2122	100	100	2102	100	100	11	2122	100	100	2102	100	100	11	-1	-1	1164	388	17	-1	-1	-1	-1	112	112	110	110	60	14	21	-1	-1	-1	-1	-1	22	22	22	22	-1	-1	-1	-1	-1	-1
4063	12147	50	-1	6259	50	-1	166	24	-1	166	24	-1	166	24	-1	166	24	-1	14	2144	100	100	2124	100	100	12	2144	100	100	2124	100	100	12	-1	-1	1176	392	17	-1	-1	-1	-1	113	113	111	111	60	14	21	-1	-1	-1	-1	-1	24	24	24	24	-1	-1	-1	-1	-1	-1
4064	12267	50	-1	6321	50	-1	168	24	-1	168	24	-1	168	24	-1	168	24	-1	14	2164	100	100	2144	100	100	12	2164	100	100	2144	100	100	12	-1	-1	1188	396	17	-1	-1	-1	-1	114	114	112	112	61	14	21	-1	-1	-1	-1	-1	24	24	24	24	-1	-1	-1	-1	-1	-1
4065	12388	50	-1	6383	50	-1	170	24	-1	170	24	-1	170	24	-1	170	24	-1	14	2186	100	100	2166	100	100	12	2186	100	100	2166	100	100	12	-1	-1	1200	400	17	-1	-1	-1	-1	115	115	113	113	61	14	21	-1	-1	-1	-1	-1	24	24	24	24	-1	-1	-1	-1	-1	-1
4066	12508	50	-1	6445	50	-1	172	24	-1	172	24	-1	172	24	-1	172	24	-1	14	2208	100	100	2188	100	100	12	2208	100	100	2188	100	100	12	-1	-1	1212	404	17	-1	-1	-1	-1	116	116	114	114	62	14	21	-1	-1	-1	-1	-1	24	24	24	24	-1	-1	-1	-1	-1	-1
4067	12629	50	-1	6507	50	-1	174	24	-1	174	24	-1	174	24	-1	174	24	-1	14	2228	100	100	2208	100	100	12	2228	100	100	2208	100	100	12	-1	-1	1224	408	17	-1	-1	-1	-1	117	117	115	115	63	14	22	-1	-1	-1	-1	-1	24	24	24	24	-1	-1	-1	-1	-1	-1
4068	12749	50	-1	6569	50	-1	176	24	-1	176	24	-1	176	24	-1	176	24	-1	16	2250	100	100	2230	100	100	12	2250	100	100	2230	100	100	12	-1	-1	1236	412	17	-1	-1	-1	-1	118	118	116	116	63	14	22	-1	-1	-1	-1	-1	24	24	24	24	-1	-1	-1	-1	-1	-1
4069	12870	50	-1	6631	50	-1	178	24	-1	178	24	-1	178	24	-1	178	24	-1	16	2272	100	100	2252	100	100	12	2272	100	100	2252	100	100	12	-1	-1	1248	416	17	-1	-1	-1	-1	119	119	117	117	64	14	22	-1	-1	-1	-1	-1	24	24	24	24	-1	-1	-1	-1	-1	-1
4070	12990	50	-1	6692	50	-1	180	24	-1	180	24	-1	180	24	-1	180	24	-1	16	2292	100	100	2272	100	100	12	2292	100	100	2272	100	100	12	-1	-1	1260	420	17	-1	-1	-1	-1	120	120	118	118	64	14	22	-1	-1	-1	-1	-1	24	24	24	24	-1	-1	-1	-1	-1	-1
4071	13111	50	-1	6754	50	-1	182	24	-1	182	24	-1	182	24	-1	182	24	-1	16	2314	100	100	2294	100	100	12	2314	100	100	2294	100	100	12	-1	-1	1272	424	17	-1	-1	-1	-1	122	122	120	120	65	14	22	-1	-1	-1	-1	-1	24	24	24	24	-1	-1	-1	-1	-1	-1
4072	13231	50	-1	6816	50	-1	186	26	-1	186	26	-1	186	26	-1	186	26	-1	16	2336	100	100	2316	100	100	13	2336	100	100	2316	100	100	13	-1	-1	1284	428	17	-1	-1	-1	-1	123	123	121	121	66	14	23	-1	-1	-1	-1	-1	26	26	26	26	-1	-1	-1	-1	-1	-1
4073	13352	50	-1	6878	50	-1	188	26	-1	188	26	-1	188	26	-1	188	26	-1	16	2356	100	100	2336	100	100	13	2356	100	100	2336	100	100	13	-1	-1	1296	432	17	-1	-1	-1	-1	124	124	122	122	66	14	23	-1	-1	-1	-1	-1	26	26	26	26	-1	-1	-1	-1	-1	-1
4074	13472	50	-1	6940	50	-1	190	26	-1	190	26	-1	190	26	-1	190	26	-1	16	2378	100	100	2358	100	100	13	2378	100	100	2358	100	100	13	-1	-1	1308	436	18	-1	-1	-1	-1	125	125	123	123	67	15	23	-1	-1	-1	-1	-1	26	26	26	26	-1	-1	-1	-1	-1	-1
4075	13593	50	-1	7002	50	-1	192	26	-1	192	26	-1	192	26	-1	192	26	-1	16	2400	100	100	2380	100	100	13	2400	100	100	2380	100	100	13	-1	-1	1320	440	18	-1	-1	-1	-1	126	126	124	124	67	15	23	-1	-1	-1	-1	-1	26	26	26	26	-1	-1	-1	-1	-1	-1
4076	13713	50	-1	7064	50	-1	194	26	-1	194	26	-1	194	26	-1	194	26	-1	16	2420	100	100	2400	100	100	13	2420	100	100	2400	100	100	13	-1	-1	1332	444	18	-1	-1	-1	-1	127	127	125	125	68	15	23	-1	-1	-1	-1	-1	26	26	26	26	-1	-1	-1	-1	-1	-1
4077	13834	50	-1	7126	50	-1	196	26	-1	196	26	-1	196	26	-1	196	26	-1	16	2442	100	100	2422	100	100	13	2442	100	100	2422	100	100	13	-1	-1	1344	448	18	-1	-1	-1	-1	128	128	126	126	69	15	24	-1	-1	-1	-1	-1	26	26	26	26	-1	-1	-1	-1	-1	-1
4078	13954	50	-1	7188	50	-1	200	26	-1	200	26	-1	200	26	-1	200	26	-1	16	2464	100	100	2442	100	100	13	2464	100	100	2442	100	100	13	-1	-1	1356	452	18	-1	-1	-1	-1	129	129	127	127	69	15	24	-1	-1	-1	-1	-1	26	26	26	26	-1	-1	-1	-1	-1	-1
4079	14075	50	-1	7250	50	-1	202	26	-1	202	26	-1	202	26	-1	202	26	-1	16	2484	100	100	2464	100	100	13	2484	100	100	2464	100	100	13	-1	-1	1368	456	18	-1	-1	-1	-1	130	130	128	128	70	15	24	-1	-1	-1	-1	-1	26	26	26	26	-1	-1	-1	-1	-1	-1
4080	14195	50	-1	7311	50	-1	204	26	-1	204	26	-1	204	26	-1	204	26	-1	16	2506	100	100	2486	100	100	13	2506	100	100	2486	100	100	13	-1	-1	1380	460	18	-1	-1	-1	-1	131	131	129	129	70	15	24	-1	-1	-1	-1	-1	26	26	26	26	-1	-1	-1	-1	-1	-1
4081	14316	50	-1	7373	50	-1	206	28	-1	206	28	-1	206	28	-1	206	28	-1	16	2526	100	100	2506	100	100	14	2526	100	100	2506	100	100	14	-1	-1	1392	464	18	-1	-1	-1	-1	133	133	131	131	71	15	24	-1	-1	-1	-1	-1	28	28	28	28	-1	-1	-1	-1	-1	-1
4082	14436	50	-1	7435	50	-1	208	28	-1	208	28	-1	208	28	-1	208	28	-1	16	2548	100	100	2528	100	100	14	2548	100	100	2528	100	100	14	-1	-1	1404	468	18	-1	-1	-1	-1	134	134	132	132	72	15	25	-1	-1	-1	-1	-1	28	28	28	28	-1	-1	-1	-1	-1	-1
4083	14557	50	-1	7497	50	-1	212	28	-1	212	28	-1	212	28	-1	212	28	-1	16	2570	100	100	2550	100	100	14	2570	100	100	2550	100	100	14	-1	-1	1416	472	18	-1	-1	-1	-1	135	135	133	133	72	15	25	-1	-1	-1	-1	-1	28	28	28	28	-1	-1	-1	-1	-1	-1
4084	14677	50	-1	7559	50	-1	214	28	-1	214	28	-1	214	28	-1	214	28	-1	16	2590	100	100	2570	100	100	14	2590	100	100	2570	100	100	14	-1	-1	1428	476	18	-1	-1	-1	-1	136	136	134	134	73	15	25	-1	-1	-1	-1	-1	28	28	28	28	-1	-1	-1	-1	-1	-1
4085	14798	50	-1	7621	50	-1	216	28	-1	216	28	-1	216	28	-1	216	28	-1	16	2612	100	100	2592	100	100	14	2612	100	100	2592	100	100	14	-1	-1	1440	480	18	-1	-1	-1	-1	137	137	135	135	73	15	25	-1	-1	-1	-1	-1	28	28	28	28	-1	-1	-1	-1	-1	-1
4086	14918	50	-1	7683	50	-1	218	28	-1	218	28	-1	218	28	-1	218	28	-1	16	2634	100	100	2614	100	100	14	2634	100	100	2614	100	100	14	-1	-1	1452	484	18	-1	-1	-1	-1	138	138	136	136	74	15	25	-1	-1	-1	-1	-1	28	28	28	28	-1	-1	-1	-1	-1	-1
4087	15039	50	-1	7745	50	-1	222	28	-1	222	28	-1	222	28	-1	222	28	-1	16	2654	100	100	2634	100	100	14	2654	100	100	2634	100	100	14	-1	-1	1464	488	20	-1	-1	-1	-1	139	139	137	137	75	16	26	-1	-1	-1	-1	-1	28	28	28	28	-1	-1	-1	-1	-1	-1
4088	15159	50	-1	7807	50	-1	224	28	-1	224	28	-1	224	28	-1	224	28	-1	18	2676	100	100	2656	100	100	14	2676	100	100	2656	100	100	14	-1	-1	1476	492	20	-1	-1	-1	-1	140	140	138	138	75	16	26	-1	-1	-1	-1	-1	28	28	28	28	-1	-1	-1	-1	-1	-1
4089	15280	50	-1	7869	50	-1	226	28	-1	226	28	-1	226	28	-1	226	28	-1	18	2698	100	100	2678	100	100	14	2698	100	100	2678	100	100	14	-1	-1	1488	496	20	-1	-1	-1	-1	141	141	139	139	76	16	26	-1	-1	-1	-1	-1	28	28	28	28	-1	-1	-1	-1	-1	-1
4090	15400	50	-1	7930	50	-1	228	30	-1	228	30	-1	228	30	-1	228	30	-1	18	2718	100	100	2698	100	100	15	2718	100	100	2698	100	100	15	-1	-1	1500	500	20	-1	-1	-1	-1	142	142	140	140	76	16	26	-1	-1	-1	-1	-1	30	30	30	30	-1	-1	-1	-1	-1	-1
4091	15521	50	-1	7992	50	-1	232	30	-1	232	30	-1	232	30	-1	232	30	-1	18	2740	100	100	2720	100	100	15	2740	100	100	2720	100	100	15	-1	-1	1512	504	20	-1	-1	-1	-1	144	144	142	142	77	16	26	-1	-1	-1	-1	-1	30	30	30	30	-1	-1	-1	-1	-1	-1
4092	15641	50	-1	8054	50	-1	234	30	-1	234	30	-1	234	30	-1	234	30	-1	18	2762	100	100	2742	100	100	15	2762	100	100	2742	100	100	15	-1	-1	1524	508	20	-1	-1	-1	-1	145	145	143	143	78	16	27	-1	-1	-1	-1	-1	30	30	30	30	-1	-1	-1	-1	-1	-1
4093	15762	50	-1	8116	50	-1	236	30	-1	236	30	-1	236	30	-1	236	30	-1	18	2782	100	100	2762	100	100	15	2782	100	100	2762	100	100	15	-1	-1	1536	512	20	-1	-1	-1	-1	146	146	144	144	78	16	27	-1	-1	-1	-1	-1	30	30	30	30	-1	-1	-1	-1	-1	-1
4094	15882	50	-1	8178	50	-1	240	30	-1	240	30	-1	240	30	-1	240	30	-1	18	2804	100	100	2784	100	100	15	2804	100	100	2784	100	100	15	-1	-1	1548	516	20	-1	-1	-1	-1	147	147	145	145	79	16	27	-1	-1	-1	-1	-1	30	30	30	30	-1	-1	-1	-1	-1	-1
4095	16003	50	-1	8240	50	-1	242	30	-1	242	30	-1	242	30	-1	242	30	-1	18	2826	100	100	2804	100	100	15	2826	100	100	2804	100	100	15	-1	-1	1560	520	20	-1	-1	-1	-1	148	148	146	146	79	16	27	-1	-1	-1	-1	-1	30	30	30	30	-1	-1	-1	-1	-1	-1
4096	16123	50	-1	8302	50	-1	244	30	-1	244	30	-1	244	30	-1	244	30	-1	18	2846	100	100	2826	100	100	15	2846	100	100	2826	100	100	15	-1	-1	1572	524	20	-1	-1	-1	-1	149	149	147	147	80	16	27	-1	-1	-1	-1	-1	30	30	30	30	-1	-1	-1	-1	-1	-1
4097	16244	50	-1	8364	50	-1	248	30	-1	248	30	-1	248	30	-1	248	30	-1	18	2868	100	100	2848	100	100	15	2868	100	100	2848	100	100	15	-1	-1	1584	528	20	-1	-1	-1	-1	150	150	148	148	81	16	28	-1	-1	-1	-1	-1	30	30	30	30	-1	-1	-1	-1	-1	-1
4098	16364	50	-1	8426	50	-1	250	30	-1	250	30	-1	250	30	-1	250	30	-1	18	2888	100	100	2868	100	100	15	2888	100	100	2868	100	100	15	-1	-1	1596	532	20	-1	-1	-1	-1	151	151	149	149	81	16	28	-1	-1	-1	-1	-1	30	30	30	30	-1	-1	-1	-1	-1	-1
4099	16485	50	-1	8488	50	-1	252	32	-1	252	32	-1	252	32	-1	252	32	-1	18	2910	100	100	2890	100	100	16	2910	100	100	2890	100	100	16	-1	-1	1608	536	21	-1	-1	-1	-1	152	152	150	150	82	17	28	-1	-1	-1	-1	-1	32	32	32	32	-1	-1	-1	-1	-1	-1
4100	16605	50	-1	8549	50	-1	256	32	-1	256	32	-1	256	32	-1	256	32	-1	18	2932	100	100	2912	100	100	16	2932	100	100	2912	100	100	16	-1	-1	1620	540	21	-1	-1	-1	-1	153	153	151	151	82	17	28	-1	-1	-1	-1	-1	32	32	32	32	-1	-1	-1	-1	-1	-1
4101	16726	50	-1	8611	50	-1	258	32	-1	258	32	-1	258	32	-1	258	32	-1	18	2952	100	100	2932	100	100	16	2952	100	100	2932	100	100	16	-1	-1	1632	544	21	-1	-1	-1	-1	155	155	153	153	84	17	29	-1	-1	-1	-1	-1	32	32	32	32	-1	-1	-1	-1	-1	-1
4102	16846	50	-1	8673	50	-1	260	32	-1	260	32	-1	260	32	-1	260	32	-1	18	2974	100	100	2954	100	100	16	2974	100	100	2954	100	100	16	-1	-1	1644	548	21	-1	-1	-1	-1	156	156	154	154	85	17	29	-1	-1	-1	-1	-1	32	32	32	32	-1	-1	-1	-1	-1	-1
4103	16967	50	-1	8735	50	-1	262	32	-1	262	32	-1	262	32	-1	262	32	-1	18	2996	100	100	2976	100	100	16	2996	100	100	2976	100	100	16	-1	-1	1656	552	21	-1	-1	-1	-1	157	157	155	155	86	17	29	-1	-1	-1	-1	-1	32	32	32	32	-1	-1	-1	-1	-1	-1
4104	17087	50	-1	8797	50	-1	264	32	-1	264	32	-1	264	32	-1	264	32	-1	18	3016	100	100	2996	100	100	16	3016	100	100	2996	100	100	16	-1	-1	1668	556	21	-1	-1	-1	-1	158	158	156	156	87	17	30	-1	-1	-1	-1	-1	32	32	32	32	-1	-1	-1	-1	-1	-1
4105	17208	50	-1	8859	50	-1	266	32	-1	266	32	-1	266	32	-1	266	32	-1	18	3038	100	100	3018	100	100	16	3038	100	100	3018	100	100	16	-1	-1	1680	560	21	-1	-1	-1	-1	159	159	157	157	88	17	30	-1	-1	-1	-1	-1	32	32	32	32	-1	-1	-1	-1	-1	-1
4106	17328	50	-1	8921	50	-1	268	32	-1	268	32	-1	268	32	-1	268	32	-1	18	3060	100	100	3040	100	100	16	3060	100	100	3040	100	100	16	-1	-1	1692	564	23	-1	-1	-1	-1	160	160	158	158	89	19	30	-1	-1	-1	-1	-1	32	32	32	32	-1	-1	-1	-1	-1	-1
4107	17449	50	-1	8983	50	-1	270	32	-1	270	32	-1	270	32	-1	270	32	-1	20	3080	100	100	3060	100	100	16	3080	100	100	3060	100	100	16	-1	-1	1704	568	23	-1	-1	-1	-1	161	161	159	159	90	19	31	-1	-1	-1	-1	-1	32	32	32	32	-1	-1	-1	-1	-1	-1
